Fecha,Hora,Comida,Descripción,Kcal,Proteína (g),Carbohidratos (g),Grasas (g),Fibra (g),Azúcar (g),Sodio (mg),Marca/Producto,Notas,Fuente,ID,
2026-02-26,15:45,snack,banana,1,unidad,,105,1,27,0,3,0,alta,estimacion estandar,
2026-02-26,15:45,snack,whey protein,1,scoop,Star Nutrition,120,25,2,1,0,0,alta,etiqueta,
2026-02-26,15:45,snack,leche proteica,200,ml,,90,9,9,3,0,0,media,proporcion estimada,
2026-02-26,18:50,snack,Yogur firme frutilla Milkaut,1,pote (180g),referenciado desde info_nutricional,173,7.7,29,2.9,,,alta,base_estandar,
2026-02-27,16:20,primera_ingesta,huevos revueltos,4,unidad,,280,24,2,20,,,alta,base_estandar,
2026-02-27,16:20,primera_ingesta,aceite de oliva,2,g,pincelada sarten,18,0,0,2,,,media,estimacion_visual,
2026-02-27,20:00,cena,pizza cheese slice estilo NY,1,porcion,,320,14,36,13,,,media,base_estandar,
2026-02-27,20:00,cena,pizza pepperoni slice estilo NY,1,porcion,,380,16,36,18,,,media,base_estandar,
2026-02-27,20:00,cena,pizza Kali slice (burrata+pesto+honey),1,porcion,,450,18,38,25,,,media,estimacion_visual,
2026-02-27,20:00,postre,helado pistacho,1,bocha,,220,4,24,14,,,media,base_estandar,
2026-02-27,22:00,postre,paleta frutilla al agua Lucciano's,1,unidad,,90,0,22,0,,,media,base_estandar,
2026-02-28,1:00,shake,Leche Protrica,100,ml,La Serenísima,37,4.6,4.6,0,0,53,alta,etiqueta,
2026-02-28,1:00,shake,Proteína Whey,30,g,1 scoop (1 porción etiqueta),127,25,2.6,1.8,0,60,alta,etiqueta,
2026-02-28,13:00,primera_ingesta,huevos revueltos,3.5,unidad,,245,21,2,17.5,,,alta,base_estandar,
2026-02-28,13:00,primera_ingesta,chipa chico,7,unidad,~25g c/u estimado,630,14,63,42,,,media,estimacion_visual,
2026-02-28,13:30,almuerzo,sandwich de miga jamon y huevo,1,unidad,triple estandar panaderia,280,12,30,12,,,media,base_estandar,
2026-02-28,16:00,merienda,factura con crema pastelera,1,unidad,danesa tamaño mediano segun foto,260,5,35,11,,,media,estimacion_visual,
2026-02-28,16:45,merienda,medialuna de manteca,1,unidad,estandar panaderia,180,4,22,9,,,media,base_estandar,
2026-02-28,18:30,snack,barra cereal proteica,1,unidad,43g segun etiqueta,141,15,15,3.2,8,128,alta,etiqueta,
2026-02-28,21:30,cena,bife de ternera,200,g crudo,estimado 170g cocido,340,46,0,18,,,alta,base_estandar,
2026-02-28,21:30,cena,cebolla salteada + manteca,1,porcion,~80g cebolla + 5g manteca,66,1,7,4,,,media,estimacion_visual,
2026-02-28,21:30,cena,arroz blanco,45,g crudo,1/4 taza crudo,160,3,36,0.5,,,media,conversion_unidad,
2026-02-28,21:30,cena,ensalada papa y huevo con oliva y mayonesa,1/2,porcion,mitad bowl compartido,350,8,28,25,,,media,estimacion_visual,
2026-02-28,20:30,bebida,vino tinto,150,ml,1 copa,125,0,4,0,,,media,estimacion_estandar 12-13% alcohol,
2026-02-28,21:30,bebida,vino tinto,150,ml,1 copa,125,0,4,0,,,media,estimacion_estandar 12-13% alcohol,
2026-02-28,23:00,bebida,vino tinto,150,ml,1 copa,125,0,4,0,,,media,estimacion_estandar 12-13% alcohol,
2026-03-01,0:45,snack,chocolinas,6,unidad,base etiqueta 33g=5u,179,3.6,26.4,6.6,,,alta,etiqueta,
2026-03-01,0:45,snack,dulce de leche La Serenisima Zero Lactosa,42,g,6 cucharaditas (~7g c/u),130,2.4,22.8,3,,,alta,etiqueta,
2026-03-01,14:30,snack,tomate cherry,25,unidad,~250g total estimado,45,2,10,0.5,3,,media,base_estandar,
2026-03-01,14:30,snack,ciruela chica,1,unidad,,30,0.5,8,0,,,media,base_estandar,
2026-03-01,15:00,comida,huevo duro,3,unidad,,210,18,1.5,15,,,alta,base_estandar,
2026-03-01,19:00,merienda,Medialuna de manteca,1,unidad,,180,4,22,9,,,media,base_estandar,
2026-03-01,19:00,merienda,Huevo frito,2,unidad,capa fina aceite oliva,144,12,1,10,,,alta,base_estandar,
2026-03-01,19:00,merienda,Aceite de oliva,5,ml,estimacion coccion,45,0,0,5,,,media,estimacion_visual,
2026-03-01,19:00,merienda,Leche Proteica,120,ml,La Serenisima,44.4,5.52,5.52,0,,,alta,etiqueta,
2026-03-01,19:00,merienda,Chocolate amargo,25,g,submarino tradicional,140,2,12,10,,,media,estimacion_visual,
2026-03-01,21:30,cena,Milanesa de pollo,2,unidad,"hechas al sarten, estimado 300g total",660,60,30,34,,,media,estimacion_visual,
2026-03-01,21:30,cena,Aceite de oliva,5,ml,coccion milanesas,45,0,0,5,,,media,estimacion_visual,
2026-03-01,21:30,cena,Papa,300,g,pure,231,6,51,0,,,media,base_estandar,
2026-03-01,21:30,cena,Leche Proteica,100,ml,La Serenisima,37,4.6,4.6,0,,,alta,etiqueta,
2026-03-01,21:30,cena,Manteca,10,g,pure,72,0,0,8,,,alta,base_estandar,
2026-03-01,21:30,cena,Queso sardo rallado,20,g,pure,80,5,0,7,,,media,base_estandar,
2026-03-02,14:50,primera_ingesta,Huevo duro,3,unidad,huevos grandes,234,18,1.8,15,0,210,alta,base_estandar,
2026-03-02,14:50,primera_ingesta,Banana,1,unidad,mediana (~120g),105,1.3,27,0.3,3,1,alta,base_estandar,
2026-03-02,17:00,snack,Whey Protein ENA Vainilla,30,g,1 scoop,127,25,2.6,1.8,0,0,alta,etiqueta,
2026-03-02,17:00,snack,Leche Proteica,200,ml,La Serenisima,74,9.2,9.2,0,0,0,alta,etiqueta,
2026-03-02,21:00,snack,maní tostado sin sal,2,puñado,≈25g c/u,300,14,10,24,6,0,media,estimacion estandar,
2026-03-02,21:30,cena,guiso de lentejas con verduras,1,plato,lentejas + papa + calabaza + zanahoria,650,32,75,18,12,0,media,estimacion visual por foto,
2026-03-02,21:30,cena,pata de pollo,1,unidad,con piel,420,35,0,30,0,0,media,estimacion estandar,
2026-03-02,21:30,cena,arroz blanco cocido,70,g,~1/3 taza,90,2,20,0.2,1,0,media,conversion taza a gramos,
2026-03-03,12:30,primera_ingesta,huevos revueltos,2,unidad,sin dato de aceite,140,12,1,10,0,0,alta,base_estandar,
2026-03-03,12:30,primera_ingesta,whey protein ENA,30,g,1 scoop en agua + 50ml leche proteica,127,25,2.6,1.8,0,0,alta,etiqueta,
2026-03-03,12:30,primera_ingesta,leche proteica,50,ml,La Serenisima,18.5,2.3,2.3,0,0,0,alta,proporcion etiqueta,
2026-03-03,12:30,primera_ingesta,banana,1,unidad,mediana,105,1.3,27,0.3,3,1,alta,base_estandar,
2026-03-03,15:50,snack,granola natural,40,g,1/2 taza aprox,160,4,25,6,3,0,media,estimacion porcion habitual,
2026-03-03,15:50,snack,leche proteica,200,ml,estimado taza,90,9,9,3,0,0,alta,etiqueta habitual,
2026-03-03,15:50,snack,crema de mani natural,15,g,1 cucharada,100,4,3,9,1,0,media,estimacion estandar,
2026-03-03,21:00,cena,guiso de lentejas con papa,1,plato grande,estimado por foto,650,32,75,18,12,0,media,estimacion visual,
2026-03-03,21:00,cena,arroz blanco cocido,120,g,bowl chico,155,3,34,0.4,1,0,media,estimacion visual,
2026-03-03,21:00,cena,huevo frito,1,unidad,sobre arroz,90,6,1,7,0,0,media,base_estandar,
2026-03-03,21:00,cena,aceite de oliva,5,ml,coccion huevo,45,0,0,5,0,0,media,estimacion coccion,
2026-03-02,21:30,correccion,"pata de pollo (solo pata, sin muslo)",1,unidad,corrige registro previo que asumía pierna entera,160,14,0,9,0,0,alta,correccion usuario,
2026-03-04,10:00,primera_ingesta,cafe cortado con leche descremada,1,taza chica,~30 ml leche descremada,30,3,3,0,0,media,estimacion estandar,,
2026-03-04,10:00,primera_ingesta,budin de vainilla industrial,60,g,2 fetas finas supermercado,250,3,35,10,1,media,estimacion producto industrial promedio,,
2026-03-04,12:00,almuerzo,pollo cocido,150,g,pieza tipo pechuga vista en foto,250,40,0,6,0,0,media,estimacion visual,
2026-03-04,12:00,almuerzo,arvejas con zanahoria guisadas,200,g,arvejas + zanahoria + tomate,180,10,30,3,8,0,media,estimacion visual,
2026-03-04,12:00,almuerzo,berenjena a la plancha,150,g,rodajas vistas en foto,60,2,14,0.5,4,0,media,estimacion visual,
2026-03-04,12:00,almuerzo,aceite de oliva,10,ml,coccion berenjena,90,0,0,10,0,0,media,estimacion coccion,
2026-03-04,12:00,almuerzo,ensalada tomate y chauchas,230,g,tomate + chauchas,70,4,14,0.5,4,0,media,estimacion visual,
2026-03-04,12:00,almuerzo,pan figaza,2,unidad,pan blanco tipo figaza,260,8,50,2,2,0,media,estimacion estandar,
2026-03-04,12:20,postre,duraznos en almibar,1.5,mitades,lata etiqueta foto (porcion 140g=2 mitades),63,0.5,15,0,1.1,6,alta,etiqueta,
2026-03-04,14:30,snack,helado al agua frutilla y limon,2,bochas,copa chica,120,1,30,0,0,0,media,estimacion estandar,
2026-03-04,22:00,cena,hamburguesa doble de vacio con cheddar y panceta,1,unidad,burger bar,780,42,40,50,2,0,media,estimacion visual,
2026-03-04,22:00,cena,papas fritas,180,g,porcion mediana,560,7,70,28,6,0,media,estimacion visual,
2026-03-04,22:00,cena,empanada de cordero glaseado,1,unidad,tipo bar,320,14,28,18,2,0,media,estimacion estandar,
2026-03-05,12:30,primera_ingesta,Granola tradicional Kös,100,g,INFO_NUTRICIONAL,420,13.75,60,13.75,0,,alta,info_nutricional,
2026-03-05,12:30,primera_ingesta,Leche Proteica La Serenisima,200,ml,INFO_NUTRICIONAL,74,9.2,9.2,0,9.2,,alta,info_nutricional,
2026-03-05,12:30,primera_ingesta,Whey Protein ENA Vainilla,30,g,INFO_NUTRICIONAL,127,25,2.6,1.8,0,,alta,info_nutricional,
2026-03-05,12:30,primera_ingesta,Crema de mani natural,15,g,1 cucharada,100,4,3,8,1,,media,estimacion,
2026-03-05,18:30,cena,guiso de lentejas con verduras,0.5,plato,estimado por foto,325,16,45,8,8,,media,estimacion visual,
2026-03-05,21:00,snack,banana,1,unidad,mediana,105,1.3,27,0.4,0.3,,alta,referencia estandar,
2026-03-05,22:00,cena,milanesa de pollo (suprema),2,unidad,a la sarten con poco oliva,700,60,30,35,3,,media,estimacion visual,
2026-03-05,22:00,cena,huevo frito,2,unidad,sarten con oliva,180,12,1,14,0,,alta,referencia estandar,
2026-03-05,22:00,cena,papa hervida,300,g,pure rustico,231,6,51,0.4,2,,alta,referencia estandar,
2026-03-05,22:00,cena,mayonesa,20,g,mezclada con papa,140,0,1,15,0,,media,estimacion,
2026-03-05,22:00,cena,aceite de oliva,10,ml,coccion huevos y milanesas,90,0,0,10,0,,alta,referencia estandar,
2026-03-06,10:00,primera_ingesta,medialuna de manteca,2,unidad,panaderia,360,6,40,20,2,,media,estimacion,
2026-03-06,10:00,primera_ingesta,medialuna de grasa,1,unidad,panaderia,150,3,18,8,1,,media,estimacion,
2026-03-06,13:30,snack,medialuna de manteca,1,unidad,panaderia,180,3,20,10,1,,media,estimacion,
2026-03-06,15:00,snack,Whey Protein ENA Vainilla,30,g,1 scoop,127,25,2.6,1.8,0,,alta,info_nutricional,
2026-03-06,15:00,snack,Leche Proteica La Serenisima,200,ml,batido,74,9.2,9.2,0,9.2,,alta,info_nutricional,
2026-03-06,15:30,snack,huevo hervido,3,unidad,huevos grandes,234,18,1.8,15,0,,alta,referencia estandar,
2026-03-06,18:45,merienda,cheesecake con frutos rojos,0.5,porcion,cafeteria,210,3,22,12,1,,media,estimacion visual,
2026-03-06,18:45,merienda,scone de queso,0.5,unidad,cafeteria,180,4,18,10,1,,media,estimacion visual,
2026-03-06,22:45,cena,patamuslo de pollo al horno,1,unidad,con piel,350,30,0,25,0,,media,estimacion,
2026-03-06,22:45,cena,suprema de pollo al horno,0.5,unidad,pechuga,165,31,0,3.6,0,,alta,referencia estandar,
2026-03-06,22:45,cena,pure de papa,350,g,porcion abundante,300,7,55,6,4,,media,estimacion,
2026-03-06,22:45,cena,pan figaza,1,unidad,panaderia,180,6,35,2,1,,media,estimacion,
2026-03-06,22:45,cena,empanada de carne cortada a cuchillo al horno,1,unidad,horno,260,13,22,14,1,,media,estimacion,
2026-03-07,12:00,primera_ingesta,Whey Protein ENA Vainilla,30,g,1 scoop con agua,127,25,2.6,1.8,0,,alta,info_nutricional,
2026-03-07,13:00,almuerzo,huevo revuelto,3.5,unidad,huevos,273,22,2,21,0,,alta,referencia estandar,
2026-03-07,13:00,almuerzo,arepa (Harina PAN),3,unidad,150 g harina total,489,11.4,102,3.9,12,0,,media,calculado desde info_nutricional
2026-03-07,18:30,merienda,Granola tradicional Kös,100,g,bowl,420,13.75,60,13.75,0,,alta,info_nutricional,
2026-03-07,18:30,merienda,Leche Proteica La Serenisima,200,ml,con granola,74,9.2,9.2,0,9.2,,alta,info_nutricional,
2026-03-07,18:30,merienda,crema de mani natural,15,g,1 cucharada,100,4,3,8,1,,media,estimacion,
2026-03-07,22:40,cena,chuleta de cerdo a la plancha,1,unidad,con hueso,420,36,0,30,0,,media,estimacion visual,
2026-03-07,22:40,cena,spaghetti hervido,200,g,sin salsa,320,11,63,2,3,,alta,referencia estandar,
2026-03-07,23:30,postre,Alfajor Rasta Negro,1,unidad,70 g,270,4.9,42,11,1,91,alta,info_nutricional,
2026-03-08,12:00,primera_ingesta,huevo duro,3,unidad,huevos grandes,234,18,1.8,15,0,,alta,referencia estandar,
2026-03-08,15:00,merienda,dulce de arequipe,20,g,1 cucharada,62,1.2,11,1.4,0,,media,estimacion,
2026-03-08,15:00,merienda,mermelada de frutilla,20,g,1 cucharada,52,0,13,0,0,,media,estimacion,
2026-03-08,18:00,merienda,sandwich masa madre lomito y queso,0.5,unidad,fiambre lomito y grillaso,210,12,18,10,1,,media,estimacion,
2026-03-08,18:00,merienda,croissant jamon y queso,0.5,unidad,panaderia,160,5,15,9,1,,media,estimacion,
2026-03-08,18:30,merienda,Whey Protein ENA Vainilla,30,g,1 scoop,127,25,2.6,1.8,0,,alta,info_nutricional,
2026-03-08,18:30,merienda,Leche Proteica La Serenisima,250,ml,batido,92.5,11.5,11.5,0,11.5,,alta,info_nutricional,
2026-03-08,21:10,cena,sopa de pollo (patamuslo),1,unidad,caldo con verduras,350,30,5,20,1,,media,estimacion visual,
2026-03-08,21:10,cena,papa hervida,150,g,en sopa,116,3,26,0.2,2,,alta,referencia estandar,
2026-03-08,21:10,cena,choclo,0.5,unidad,en sopa,60,2,14,1,2,,media,estimacion,
2026-03-08,21:10,cena,verduras sopa (zanahoria zapallo etc),100,g,mixto,40,1,9,0,2,,media,estimacion,
2026-03-08,21:10,cena,arroz blanco hervido,150,g,bowl aparte,195,4,42,0.4,1,,alta,referencia estandar,
2026-03-08,23:30,postre,Block chocolate con leche con mani,108,g,1 barra completa,594,15.6,47,38,0,,media,calculado desde etiqueta,
2026-03-09,15:00,almuerzo,Huevo,4,unidad,revuelto,288,25.2,1.6,19.2,,,alta,base_estandar,
2026-03-09,15:00,almuerzo,Pechuga de pollo,0.5,pechuga,,165,31,0,3.6,,,media,base_estandar,
2026-03-09,15:30,snack,Sandía,350,g,foto,105,2,26,0,,,media,estimacion_visual,
2026-03-09,17:15,cena,morron relleno con huevo y queso,1,unidad,foto (2 huevos + queso gratinado + verduras),315,19,10,21,,,media,estimacion_visual,
2026-03-09,21:15,cena,pata de pollo (solo pata),1,unidad,sopa,160,14,0,9,,,media,estimacion_visual,
2026-03-09,21:15,cena,arroz blanco cocido,180,g,plato foto,234,4.5,50,0.5,,,media,estimacion_visual,
2026-03-09,21:15,cena,papa hervida,150,g,en sopa,116,3,26,0.2,,,media,estimacion_visual,
2026-03-09,21:15,cena,choclo,0.5,unidad,rodajas sopa,60,2,14,1,,,media,estimacion_visual,
2026-03-09,21:15,cena,verduras sopa (zanahoria zapallo etc),120,g,mixto,45,1,10,0,,,media,estimacion_visual,
2026-03-09,20:00,snack,Tomate cherry,25,unidad,,45,2,9,0.5,,,media,base_estandar,
2026-03-09,23:15,snack,whey protein (1 scoop en agua),1,scoop,batido prote,120,25,3,1,,,alta,registro_usuario,
2026-03-10,12:15,1ra ingesta,Whey Protein ENA Vainilla,1,scoop,shake con leche proteica,127,25,2.6,1.8,,,alta,etiqueta,
2026-03-10,12:15,1ra ingesta,Leche Proteica,200,ml,La Serenisima,74,9.2,9.2,0,,,alta,etiqueta,
2026-03-10,12:30,snack,huevo duro,3,unidad,,210,18,1.5,15,,,media,base_estandar,
2026-03-10,16:15,snack,sopa de verduras (caldo con verduras),1,plato,caldo liviano con algunas verduras,60,3,12,1,,,media,base_estandar,
2026-03-10,16:30,snack,banana,1,unidad,,105,1.3,27,0.3,,,media,base_estandar,
2026-03-10,16:30,snack,tomate cherry,10,unidad,,30,1,7,0,,,media,base_estandar,
2026-03-10,22:00,cena,pan de mesa,2,unidad,,320,10,60,4,,,media,estimacion_visual,
2026-03-10,22:00,cena,berenjenas en escabeche,1,porcion,,120,1,8,10,,,media,estimacion_visual,
2026-03-10,22:00,cena,ojo de bife,1,porcion,,700,55,0,55,,,media,estimacion_visual,
2026-03-10,22:00,cena,tortilla española de papa,0.5,porcion,,250,8,20,18,,,media,estimacion_visual,
2026-03-10,22:00,cena,ensalada rucula y parmesano,0.5,porcion,,120,6,3,10,,,media,estimacion_visual,
2026-03-10,22:00,postre,helado frutilla,1,bocha,,120,2,20,4,,,media,estimacion_visual,
2026-03-10,22:00,postre,helado limon,1,bocha,,120,2,20,4,,,media,estimacion_visual,
2026-03-11,13:00,1ra ingesta,huevos revueltos,3,unidad,,210,18,1.5,15,,,media,base_estandar,
2026-03-11,13:00,1ra ingesta,panqueques de avena caseros,5,unidad,avena+huevo+leche,245,12.5,29.5,9,,,media,estimacion_visual,
2026-03-11,16:20,snack,whey protein,1,scoop,ENA,127,25,2.6,1.8,,,alta,base_estandar,
2026-03-11,16:20,snack,leche proteica,200,ml,La Serenisima,74,9.2,9.2,0,,,alta,base_estandar,
2026-03-11,19:45,snack,barra de cereal proteica Integra pasta de maní & arándanos,1,unidad,15g prote,141,15,13,3.2,,,alta,etiqueta,
2026-03-11,19:45,snack,yogur cremoso natural Milkaut,1,pote 180g,sin azucar agregada,137,9,13,5.4,,,alta,etiqueta,
2026-03-11,21:20,snack,banana,1,unidad,mediana,105,1.3,27,0.3,,,alta,base_estandar,
2026-03-11,21:30,snack,tomates cherry,25,unidad,,45,2,9,0.5,,,alta,base_estandar,
2026-03-11,22:00,cena,bife ancho vacuna,280,g,estimado por foto,750,60,0,55,,,media,estimacion_visual,
2026-03-11,22:00,cena,arroz blanco cocido,120,g,porcion foto,155,3,34,0.4,,,media,estimacion_visual,
2026-03-11,22:00,cena,zapallitos y zanahoria salteados con semillas,200,g,wok + algo aceite,180,4,15,10,,,media,estimacion_visual,
2026-03-11,22:30,snack,dulce de leche La Serenisima Zero Lactosa,40,g,2 cucharadas (foto etiqueta),124,2.4,22,2.8,0,62,alta,,
2026-03-12,12:20,primera_ingesta,Whey Protein ENA Vainilla,30,g,1 scoop,127,25,2.6,1.8,0,0,alta,,
2026-03-12,12:20,primera_ingesta,Leche Proteica La Serenisima,200,ml,batido,74,9.2,9.2,0,0,0,alta,,
2026-03-12,12:45,comida,Huevo duro,3,unidad,,210,18,1.5,15,0,180,media,base_estandar,
2026-03-12,12:45,comida,Banana,1,unidad,,105,1.3,27,0.4,3,1,media,base_estandar,
2026-03-12,15:30,snack,Tomates cherry,10,unidad,,18,0.9,3.9,0.2,1.2,5,media,base_estandar,
2026-03-12,15:30,snack,Yogur firme frutilla,1,unidad,Milkaut,173,7.7,29,2.9,0,108,alta,etiqueta,
2026-03-12,18:00,comida,Huevo revuelto,2,unidad,,140,12,1,10,0,120,media,base_estandar,
2026-03-12,18:00,comida,Queso fontina,50,g,,180,12,1,14,0,300,media,base_estandar,
2026-03-12,18:00,comida,Tomates cherry,10,unidad,,18,0.9,3.9,0.2,1.2,5,media,base_estandar,
2026-03-12,22:15,cena,Milanesa de suprema de pollo,2,unidad,"empanadas, foto",600,50,30,35,0,900,media,estimacion_visual,
2026-03-12,22:15,cena,Pure de papa,200,g,porcion visual foto,180,4,30,5,3,300,media,estimacion_visual,
2026-03-12,22:15,cena,Mayonesa,20,g,porcion visual foto,140,0,1,15,0,120,media,estimacion_visual,
2026-03-13,9:40,desayuno,Huevo a la sarten,2,unidad,,140,12,1,10,0,120,media,base_estandar,
2026-03-13,9:40,desayuno,Arepa (harina de maiz),2.5,unidad,tipo casera,407,9.5,85,3.3,4,20,media,base_estandar,
2026-03-13,13:45,snack,Whey Protein ENA Vainilla,30,g,1 scoop,127,25,2.6,1.8,0,0,alta,info_nutricional,
2026-03-13,13:45,snack,Leche Proteica La Serenisima,200,ml,batido,74,9.2,9.2,0,0,0,alta,info_nutricional,
2026-03-13,13:45,snack,Barra proteica pasta de mani & arandanos,1,unidad,Integra,141,15,13,3.2,0,0,alta,info_nutricional,
2026-03-13,16:40,snack,Ciruela,2,unidad,,60,1,15,0.2,2,0,media,base_estandar,
2026-03-13,16:40,snack,Naranja,2,unidad,,124,2.4,30,0.4,6,0,media,base_estandar,
2026-03-13,18:35,comida,Huevo revuelto,3,unidad,,210,18,1.5,15,0,180,media,base_estandar,
2026-03-13,23:30,cena,pechuga de pollo,180,g,a la sarten con zanahoria,297,55,0,6,0,120,media,base_estandar,
2026-03-13,23:30,cena,papa hervida,225,g,1.5 papas,174,4.5,40,0.2,4,10,media,base_estandar,
2026-03-13,23:30,cena,zanahoria,40,g,salteada con pollo,16,0.4,4,0.1,1.2,30,media,base_estandar,
2026-03-13,23:30,cena,sopa de auyama,250,g,solo auyama licuada,50,1,12,0.2,2,10,media,base_estandar,
2026-03-14,1:10,snack,Alfajor Rasta Negro,1,unidad,70g etiqueta,294,5.6,40,12,2,94,alta,etiqueta,
2026-03-14,1:10,bebida,Coca-Cola Zero,350,ml,sin azucar,0,0,0,0,0,40,alta,etiqueta,
2026-03-14,13:00,almuerzo,asado de tira,280,g,2 pedazos hueso ancho parrilla,812,72,0,56,0,120,media,base_estandar,
2026-03-14,13:00,almuerzo,chorizo bombon,40,g,1 unidad,120,5,2,10,0,320,media,base_estandar,
2026-03-14,13:00,almuerzo,morcilla bombon,30,g,1/2 unidad,90,3,4,7,0,210,media,base_estandar,
2026-03-14,13:00,almuerzo,chinchulines,60,g,2 unidades,150,12,1,11,0,120,media,base_estandar,
2026-03-14,13:00,almuerzo,riñon a la parrilla,50,g,2 rodajas,70,10,1,3,0,90,media,base_estandar,
2026-03-14,13:00,almuerzo,papas fritas,200,g,porcion abundante,624,7,82,30,6,350,media,base_estandar,
2026-03-14,13:00,almuerzo,provoleta,120,g,3/4 provoleta,420,28,3,33,0,720,media,base_estandar,
2026-03-14,14:30,postre,flan con dulce de leche y crema,1,porcion,foto,450,9,55,22,0,180,media,estimacion_visual,
2026-03-14,22:00,snack,banana,120,g,1 unidad,105,1.3,27,0.4,3,1,alta,base_estandar,
2026-03-14,23:50,cena,caldo de pollo,250,ml,casero,30,3,1,1,0,200,media,estimacion_visual,
2026-03-14,23:50,cena,pata de pollo,120,g,1 unidad hervida,215,27,0,11,0,90,media,base_estandar,
2026-03-14,23:50,cena,papa hervida,140,g,2 papitas,108,2.5,25,0.1,2,8,media,base_estandar,
2026-03-14,23:50,cena,zanahoria hervida,60,g,1 unidad,25,0.6,6,0.1,2,40,media,base_estandar,
2026-03-15,14:30,primera_ingesta,Caldo de pollo,1,plato,casero,30,3,1,1,,,media,base_estandar,
2026-03-15,14:30,primera_ingesta,Muslo de pollo,1,unidad,en caldo,160,22,0,9,,,media,base_estandar,
2026-03-15,14:30,primera_ingesta,Papa,2,unidad_mediana,hervida en caldo,220,6,52,0.2,,,media,base_estandar,
2026-03-15,14:30,primera_ingesta,Huevo,1,unidad,cocido en caldo,70,6,0.6,5,,,alta,base_estandar,
2026-03-15,14:30,primera_ingesta,Arepa (Harina PAN),2.5,unidad,125 g harina PAN,407.5,9.5,85,3.25,,,media,base_estandar,
2026-03-15,15:18,snack,Whey Protein ENA Vainilla,30,g,1 scoop shake,127,25,2.6,1.8,,,alta,info_nutricional,
2026-03-15,15:18,snack,Leche Proteica La Serenisima,200,ml,en shake,74,9.2,9.2,0,,,alta,info_nutricional,
2026-03-15,23:00,cena,Banana,1,unidad,fresca,105,1.3,27,0.3,,,media,base_estandar,
2026-03-15,23:00,cena,Pata muslo de pollo,1,unidad,al horno,250,27,0,17,,,media,base_estandar,
2026-03-15,23:00,cena,Pechuga de pollo,0.5,unidad,al horno,140,26,0,3,,,media,base_estandar,
2026-03-15,23:00,cena,Pure mixto papa calabaza,1,porcion,casero,180,4,35,3,,,media,base_estandar,
2026-03-15,23:00,cena,Empanada carne a cuchillo,1,unidad,al horno,260,13,20,15,,,media,base_estandar,
2026-03-15,20:00,snack,Pochoclo dulce cine,625,balde,aprox,630,6,115,13,,,media,estimacion,
2026-03-15,20:00,snack,Coca Cola Zero,750,ml,bebida,0,0,0,0,,,alta,base_estandar,
2026-03-15,23:50,extra,Pan blanco tipo casero,1,unidad,similar foto,160,5,30,2,,,media,estimacion,
2026-03-15,23:50,extra,Oblea Mantecol,1,unidad,etiqueta usuario,135,2,16,7,,,alta,etiqueta_usuario,
2026-03-16,14:00,ingesta,Huevo,3,unidad,revueltos,210,18,1.8,15,,,alta,base_estandar,
2026-03-16,17:00,ingesta,Whey Protein ENA Vainilla,30,g,1 scoop shake,127,25,2.6,1.8,,,alta,info_nutricional,
2026-03-16,17:00,ingesta,Leche descremada,250,ml,La Serenisima,85,8.5,12,0.2,,,media,base_estandar,
2026-03-16,21:15,cena,Milanesa pechuga de pollo,2,unidad,sarten poco aceite,420,46,20,20,,,media,estimacion,
2026-03-16,21:15,cena,Ensalada papa huevo mayo,1,porcion,con oliva,420,8,52,23,,,media,estimacion,
2026-03-16,21:00,cena,Chorizo bombon de cerdo,1,unidad,parrilla,160,8,1,13,,,media,estimacion,
2026-03-16,14:00,ingesta,Yogur firme frutilla,1,unidad,Milkaut 180g,173,7.7,29,2.9,,,alta,info_nutricional,
2026-03-17,11:30,ingesta,Whey Protein ENA Vainilla,30,g,1 scoop shake,127,25,2.6,1.8,,,alta,info_nutricional,
2026-03-17,11:30,ingesta,Leche descremada,200,ml,no proteica,68,6.8,9.6,0.2,,,media,base_estandar,
2026-03-17,14:00,ingesta,Huevo,3,unidad,revueltos,210,18,1.8,15,,,alta,base_estandar,
2026-03-17,14:00,ingesta,Pechuga de pollo,30,g,cocida,50,9,0,1,,,media,base_estandar,
2026-03-17,17:00,ingesta,Naranja,2,unidad,fresca,124,2,30,0.4,,,media,base_estandar,
2026-03-17,17:00,ingesta,Yogur casero descremado,1,porcion,sin azucar,100,8,12,0.5,,,media,estimacion,
2026-03-17,21:15,cena,Arroz blanco,1.5,taza,cocido,300,6,66,1,,,media,estimacion,
2026-03-17,21:15,cena,Pollo muslo,1,unidad,guisado,220,25,0,15,,,media,estimacion,
2026-03-17,21:15,cena,Papa,2,unidad,hervida,220,6,52,0.2,,,media,estimacion,
2026-03-18,10:40,ingesta,Budin casero,3,porcion,casero abuela,450,6,75,18,,,baja,estimacion,
2026-03-18,12:30,almuerzo,Pechuga de pollo,1,unidad,al horno,280,50,0,6,,,media,estimacion,
2026-03-18,12:30,almuerzo,Papas y batatas al horno,1,porcion,mixto,300,5,55,8,,,media,estimacion,
2026-03-18,12:30,almuerzo,Zapallo con queso y tomate seco,1,porcion,al horno,220,8,20,14,,,media,estimacion,
2026-03-18,12:30,almuerzo,"Verduras varias (morron, berenjena, tomate, chaucha)",1,porcion,mixto,150,4,20,6,,,media,estimacion,
2026-03-18,12:30,almuerzo,Jamon cocido,50,g,casero,80,9,1,4,,,media,estimacion,
